index		a[]	+	b[]	=	c[]
47050		323	+	619	=	942
47051		627	+	304	=	931
47052		614	+	102	=	716
47053		515	+	25	=	540
47054		666	+	382	=	1048
47055		175	+	539	=	714
47056		274	+	34	=	308
47057		430	+	31	=	461
47058		923	+	283	=	1206
47059		976	+	179	=	1155
47060		704	+	254	=	958
47061		477	+	232	=	709
47062		721	+	536	=	1257
47063		447	+	195	=	642
47064		553	+	754	=	1307
47065		315	+	791	=	1106
47066		88	+	156	=	244
47067		764	+	465	=	1229
47068		222	+	526	=	748
47069		472	+	852	=	1324
47070		690	+	37	=	727
47071		799	+	622	=	1421
47072		794	+	67	=	861
47073		985	+	339	=	1324
47074		931	+	187	=	1118
47075		800	+	144	=	944
47076		148	+	355	=	503
47077		462	+	258	=	720
47078		918	+	834	=	1752
47079		359	+	0	=	359
47080		622	+	700	=	1322
47081		770	+	318	=	1088
47082		518	+	324	=	842
47083		748	+	324	=	1072
47084		392	+	297	=	689
47085		902	+	799	=	1701
47086		749	+	108	=	857
47087		545	+	254	=	799
47088		414	+	425	=	839
47089		855	+	55	=	910
47090		497	+	604	=	1101
47091		995	+	563	=	1558
47092		901	+	118	=	1019
47093		379	+	815	=	1194
47094		161	+	376	=	537
47095		925	+	157	=	1082
47096		858	+	703	=	1561
47097		520	+	338	=	858
47098		964	+	721	=	1685
47099		436	+	737	=	1173
47100		516	+	359	=	875
47101		397	+	280	=	677
47102		91	+	507	=	598
47103		708	+	114	=	822
47104		589	+	771	=	1360
47105		630	+	133	=	763
47106		490	+	647	=	1137
47107		881	+	364	=	1245
47108		301	+	192	=	493
47109		13	+	583	=	596
47110		68	+	433	=	501
47111		983	+	337	=	1320
47112		975	+	283	=	1258
47113		964	+	219	=	1183
47114		284	+	971	=	1255
47115		843	+	240	=	1083
47116		641	+	294	=	935
47117		859	+	473	=	1332
47118		4	+	401	=	405
47119		208	+	97	=	305
47120		56	+	482	=	538
47121		912	+	819	=	1731
47122		753	+	219	=	972
47123		707	+	459	=	1166
47124		338	+	632	=	970
47125		386	+	74	=	460
47126		293	+	838	=	1131
47127		839	+	662	=	1501
47128		571	+	831	=	1402
47129		974	+	393	=	1367
47130		836	+	491	=	1327
47131		986	+	353	=	1339
47132		169	+	865	=	1034
47133		506	+	992	=	1498
47134		208	+	446	=	654
47135		661	+	781	=	1442
47136		511	+	805	=	1316
47137		917	+	499	=	1416
47138		861	+	481	=	1342
47139		952	+	976	=	1928
47140		54	+	367	=	421
47141		372	+	400	=	772
47142		693	+	375	=	1068
47143		652	+	931	=	1583
47144		63	+	219	=	282
47145		38	+	893	=	931
47146		181	+	185	=	366
47147		736	+	44	=	780
47148		850	+	702	=	1552
47149		98	+	215	=	313
47150		462	+	164	=	626
47151		844	+	725	=	1569
47152		162	+	629	=	791
47153		635	+	620	=	1255
47154		661	+	616	=	1277
47155		953	+	723	=	1676
47156		447	+	500	=	947
47157		155	+	274	=	429
47158		628	+	691	=	1319
47159		583	+	696	=	1279
47160		59	+	889	=	948
47161		189	+	349	=	538
47162		151	+	284	=	435
47163		197	+	265	=	462
47164		93	+	78	=	171
47165		705	+	117	=	822
47166		495	+	488	=	983
47167		997	+	473	=	1470
47168		945	+	18	=	963
47169		604	+	461	=	1065
47170		738	+	601	=	1339
47171		508	+	28	=	536
47172		798	+	776	=	1574
47173		694	+	934	=	1628
47174		193	+	386	=	579
47175		951	+	725	=	1676
47176		750	+	222	=	972
47177		234	+	458	=	692
47178		849	+	740	=	1589
47179		633	+	649	=	1282
47180		122	+	208	=	330
47181		177	+	274	=	451
47182		771	+	221	=	992
47183		750	+	713	=	1463
47184		307	+	371	=	678
47185		207	+	672	=	879
47186		876	+	667	=	1543
47187		116	+	596	=	712
47188		42	+	42	=	84
47189		493	+	525	=	1018
47190		758	+	853	=	1611
47191		468	+	466	=	934
47192		913	+	477	=	1390
47193		61	+	516	=	577
47194		45	+	299	=	344
47195		469	+	810	=	1279
47196		816	+	413	=	1229
47197		977	+	862	=	1839
47198		26	+	881	=	907
47199		969	+	189	=	1158
47200		890	+	337	=	1227
47201		69	+	196	=	265
47202		667	+	71	=	738
47203		662	+	185	=	847
47204		5	+	395	=	400
47205		904	+	488	=	1392
47206		657	+	44	=	701
47207		78	+	583	=	661
47208		749	+	84	=	833
47209		103	+	652	=	755
47210		81	+	495	=	576
47211		592	+	45	=	637
47212		641	+	188	=	829
47213		810	+	353	=	1163
47214		964	+	12	=	976
47215		141	+	253	=	394
47216		684	+	363	=	1047
47217		429	+	577	=	1006
47218		903	+	93	=	996
47219		268	+	932	=	1200
47220		325	+	963	=	1288
47221		56	+	861	=	917
47222		195	+	862	=	1057
47223		886	+	956	=	1842
47224		272	+	347	=	619
47225		103	+	824	=	927
47226		966	+	120	=	1086
47227		50	+	171	=	221
47228		483	+	670	=	1153
47229		459	+	587	=	1046
47230		792	+	719	=	1511
47231		218	+	545	=	763
47232		266	+	378	=	644
47233		303	+	191	=	494
47234		879	+	804	=	1683
47235		909	+	726	=	1635
47236		299	+	121	=	420
47237		620	+	750	=	1370
47238		484	+	308	=	792
47239		155	+	449	=	604
47240		922	+	979	=	1901
47241		117	+	826	=	943
47242		284	+	991	=	1275
47243		588	+	146	=	734
47244		279	+	634	=	913
47245		788	+	468	=	1256
47246		688	+	362	=	1050
47247		81	+	386	=	467
47248		867	+	877	=	1744
47249		251	+	14	=	265
47250		861	+	765	=	1626
47251		329	+	437	=	766
47252		575	+	814	=	1389
47253		884	+	393	=	1277
47254		300	+	869	=	1169
47255		614	+	839	=	1453
47256		189	+	868	=	1057
47257		746	+	817	=	1563
47258		282	+	715	=	997
47259		341	+	916	=	1257
47260		621	+	497	=	1118
47261		669	+	500	=	1169
47262		98	+	788	=	886
47263		1	+	542	=	543
47264		305	+	69	=	374
47265		914	+	86	=	1000
47266		151	+	327	=	478
47267		361	+	851	=	1212
47268		689	+	465	=	1154
47269		841	+	792	=	1633
47270		226	+	290	=	516
47271		149	+	652	=	801
47272		752	+	237	=	989
47273		133	+	484	=	617
47274		18	+	621	=	639
47275		677	+	175	=	852
47276		220	+	619	=	839
47277		823	+	19	=	842
47278		439	+	941	=	1380
47279		251	+	534	=	785
47280		50	+	801	=	851
47281		707	+	583	=	1290
47282		253	+	635	=	888
47283		836	+	734	=	1570
47284		760	+	67	=	827
47285		634	+	618	=	1252
47286		48	+	643	=	691
47287		578	+	634	=	1212
47288		106	+	255	=	361
47289		734	+	653	=	1387
47290		210	+	133	=	343
47291		125	+	765	=	890
47292		910	+	463	=	1373
47293		745	+	961	=	1706
47294		398	+	951	=	1349
47295		189	+	563	=	752
47296		927	+	794	=	1721
47297		895	+	674	=	1569
47298		945	+	88	=	1033
47299		978	+	72	=	1050
47300		30	+	556	=	586
47301		647	+	70	=	717
47302		820	+	719	=	1539
47303		413	+	207	=	620
47304		100	+	497	=	597
47305		86	+	979	=	1065
47306		155	+	394	=	549
47307		604	+	45	=	649
47308		337	+	134	=	471
47309		244	+	558	=	802
47310		633	+	808	=	1441
47311		945	+	275	=	1220
47312		344	+	176	=	520
47313		748	+	965	=	1713
47314		738	+	343	=	1081
47315		475	+	64	=	539
47316		161	+	507	=	668
47317		112	+	182	=	294
47318		335	+	102	=	437
47319		556	+	245	=	801
47320		774	+	412	=	1186
47321		732	+	414	=	1146
47322		349	+	341	=	690
47323		266	+	287	=	553
47324		342	+	679	=	1021
47325		438	+	179	=	617
47326		534	+	456	=	990
47327		271	+	72	=	343
47328		365	+	714	=	1079
47329		620	+	593	=	1213
47330		343	+	616	=	959
47331		408	+	822	=	1230
47332		98	+	136	=	234
47333		38	+	353	=	391
47334		585	+	402	=	987
47335		377	+	138	=	515
47336		215	+	855	=	1070
47337		832	+	46	=	878
47338		24	+	701	=	725
47339		423	+	746	=	1169
47340		581	+	19	=	600
47341		993	+	486	=	1479
47342		534	+	400	=	934
47343		381	+	32	=	413
47344		406	+	121	=	527
47345		175	+	527	=	702
47346		281	+	378	=	659
47347		784	+	746	=	1530
47348		977	+	836	=	1813
47349		976	+	815	=	1791
47350		601	+	16	=	617
47351		939	+	960	=	1899
47352		401	+	323	=	724
47353		18	+	259	=	277
47354		916	+	923	=	1839
47355		548	+	664	=	1212
47356		598	+	481	=	1079
47357		885	+	513	=	1398
47358		729	+	167	=	896
47359		653	+	221	=	874
47360		770	+	212	=	982
47361		851	+	101	=	952
47362		272	+	590	=	862
47363		844	+	148	=	992
47364		749	+	871	=	1620
47365		95	+	632	=	727
47366		153	+	603	=	756
47367		931	+	462	=	1393
47368		426	+	720	=	1146
47369		75	+	805	=	880
47370		264	+	551	=	815
47371		577	+	192	=	769
47372		288	+	266	=	554
47373		632	+	354	=	986
47374		791	+	311	=	1102
47375		622	+	382	=	1004
47376		346	+	444	=	790
47377		402	+	717	=	1119
47378		540	+	307	=	847
47379		451	+	556	=	1007
47380		256	+	144	=	400
47381		34	+	932	=	966
47382		743	+	304	=	1047
47383		272	+	915	=	1187
47384		507	+	589	=	1096
47385		490	+	500	=	990
47386		277	+	80	=	357
47387		372	+	234	=	606
47388		205	+	750	=	955
47389		836	+	939	=	1775
47390		56	+	101	=	157
47391		289	+	243	=	532
47392		910	+	448	=	1358
47393		428	+	606	=	1034
47394		44	+	74	=	118
47395		933	+	946	=	1879
47396		224	+	504	=	728
47397		49	+	443	=	492
47398		380	+	362	=	742
47399		274	+	505	=	779
47400		212	+	883	=	1095
47401		136	+	992	=	1128
47402		667	+	334	=	1001
47403		423	+	375	=	798
47404		947	+	716	=	1663
47405		640	+	795	=	1435
47406		667	+	675	=	1342
47407		581	+	980	=	1561
47408		590	+	265	=	855
47409		767	+	599	=	1366
47410		250	+	922	=	1172
47411		778	+	814	=	1592
47412		966	+	134	=	1100
47413		172	+	494	=	666
47414		504	+	503	=	1007
47415		714	+	631	=	1345
47416		765	+	961	=	1726
47417		427	+	297	=	724
47418		882	+	626	=	1508
47419		217	+	181	=	398
47420		539	+	52	=	591
47421		197	+	281	=	478
47422		970	+	121	=	1091
47423		354	+	753	=	1107
47424		402	+	39	=	441
47425		109	+	362	=	471
47426		124	+	444	=	568
47427		403	+	32	=	435
47428		914	+	395	=	1309
47429		516	+	243	=	759
47430		898	+	943	=	1841
47431		759	+	213	=	972
47432		206	+	288	=	494
47433		21	+	727	=	748
47434		641	+	60	=	701
47435		402	+	437	=	839
47436		124	+	592	=	716
47437		42	+	591	=	633
47438		811	+	855	=	1666
47439		856	+	402	=	1258
47440		481	+	625	=	1106
47441		917	+	390	=	1307
47442		67	+	23	=	90
47443		919	+	760	=	1679
47444		387	+	823	=	1210
47445		200	+	915	=	1115
47446		244	+	996	=	1240
47447		41	+	547	=	588
47448		230	+	39	=	269
47449		958	+	195	=	1153
47450		98	+	531	=	629
47451		19	+	607	=	626
47452		664	+	37	=	701
47453		719	+	284	=	1003
47454		542	+	243	=	785
47455		568	+	751	=	1319
47456		549	+	448	=	997
47457		504	+	11	=	515
47458		55	+	301	=	356
47459		599	+	303	=	902
47460		291	+	825	=	1116
47461		960	+	335	=	1295
47462		28	+	923	=	951
47463		352	+	681	=	1033
47464		118	+	495	=	613
47465		285	+	979	=	1264
47466		211	+	888	=	1099
47467		339	+	140	=	479
47468		541	+	502	=	1043
47469		317	+	680	=	997
47470		253	+	752	=	1005
47471		361	+	840	=	1201
47472		212	+	411	=	623
47473		189	+	921	=	1110
47474		727	+	403	=	1130
47475		409	+	251	=	660
47476		952	+	217	=	1169
47477		541	+	925	=	1466
47478		939	+	318	=	1257
47479		413	+	647	=	1060
47480		574	+	344	=	918
47481		362	+	889	=	1251
47482		909	+	843	=	1752
47483		26	+	930	=	956
47484		725	+	737	=	1462
47485		770	+	771	=	1541
47486		767	+	564	=	1331
47487		804	+	621	=	1425
47488		199	+	755	=	954
47489		604	+	344	=	948
47490		533	+	19	=	552
47491		15	+	574	=	589
47492		515	+	688	=	1203
47493		998	+	407	=	1405
47494		705	+	261	=	966
47495		639	+	390	=	1029
47496		582	+	681	=	1263
47497		397	+	867	=	1264
47498		320	+	826	=	1146
47499		441	+	859	=	1300
47500		302	+	670	=	972
47501		25	+	845	=	870
47502		643	+	191	=	834
47503		160	+	566	=	726
47504		589	+	895	=	1484
47505		229	+	640	=	869
47506		119	+	861	=	980
47507		473	+	758	=	1231
47508		244	+	102	=	346
47509		699	+	403	=	1102
47510		486	+	392	=	878
47511		374	+	604	=	978
47512		318	+	242	=	560
47513		71	+	923	=	994
47514		380	+	64	=	444
47515		639	+	253	=	892
47516		480	+	334	=	814
47517		871	+	254	=	1125
47518		946	+	867	=	1813
47519		853	+	596	=	1449
47520		120	+	656	=	776
47521		553	+	1	=	554
47522		406	+	664	=	1070
47523		765	+	741	=	1506
47524		291	+	963	=	1254
47525		93	+	299	=	392
47526		713	+	70	=	783
47527		123	+	666	=	789
47528		541	+	637	=	1178
47529		678	+	896	=	1574
47530		224	+	267	=	491
47531		300	+	122	=	422
47532		357	+	937	=	1294
47533		878	+	718	=	1596
47534		476	+	613	=	1089
47535		467	+	309	=	776
47536		110	+	733	=	843
47537		375	+	147	=	522
47538		746	+	421	=	1167
47539		109	+	905	=	1014
47540		928	+	413	=	1341
47541		635	+	614	=	1249
47542		324	+	983	=	1307
47543		317	+	937	=	1254
47544		900	+	183	=	1083
47545		829	+	225	=	1054
47546		261	+	476	=	737
47547		105	+	992	=	1097
47548		612	+	94	=	706
47549		157	+	790	=	947
47550		305	+	248	=	553
47551		51	+	290	=	341
47552		232	+	999	=	1231
47553		576	+	471	=	1047
47554		67	+	916	=	983
47555		345	+	620	=	965
47556		10	+	543	=	553
47557		93	+	931	=	1024
47558		989	+	540	=	1529
47559		853	+	223	=	1076
47560		395	+	307	=	702
47561		369	+	416	=	785
47562		867	+	218	=	1085
47563		357	+	305	=	662
47564		812	+	61	=	873
47565		668	+	852	=	1520
47566		936	+	73	=	1009
47567		812	+	340	=	1152
47568		814	+	198	=	1012
47569		42	+	891	=	933
47570		496	+	188	=	684
47571		775	+	165	=	940
47572		818	+	7	=	825
47573		852	+	436	=	1288
47574		117	+	245	=	362
47575		785	+	550	=	1335
47576		378	+	838	=	1216
47577		532	+	572	=	1104
47578		154	+	46	=	200
47579		824	+	252	=	1076
47580		878	+	200	=	1078
47581		148	+	121	=	269
47582		915	+	955	=	1870
47583		422	+	705	=	1127
47584		768	+	249	=	1017
47585		279	+	928	=	1207
47586		131	+	69	=	200
47587		97	+	340	=	437
47588		680	+	173	=	853
47589		767	+	376	=	1143
47590		851	+	553	=	1404
47591		331	+	156	=	487
47592		89	+	483	=	572
47593		557	+	165	=	722
47594		738	+	71	=	809
47595		203	+	937	=	1140
47596		618	+	349	=	967
47597		876	+	414	=	1290
47598		752	+	12	=	764
47599		410	+	619	=	1029
47600		662	+	177	=	839
47601		799	+	703	=	1502
47602		106	+	880	=	986
47603		238	+	393	=	631
47604		348	+	50	=	398
47605		542	+	367	=	909
47606		73	+	713	=	786
47607		170	+	731	=	901
47608		887	+	656	=	1543
47609		229	+	427	=	656
47610		507	+	358	=	865
47611		581	+	448	=	1029
47612		191	+	684	=	875
47613		212	+	841	=	1053
47614		232	+	388	=	620
47615		71	+	225	=	296
47616		879	+	717	=	1596
47617		424	+	630	=	1054
47618		758	+	269	=	1027
47619		519	+	484	=	1003
47620		925	+	518	=	1443
47621		425	+	321	=	746
47622		701	+	532	=	1233
47623		143	+	178	=	321
47624		254	+	109	=	363
47625		179	+	494	=	673
47626		548	+	834	=	1382
47627		278	+	625	=	903
47628		879	+	558	=	1437
47629		61	+	420	=	481
47630		107	+	484	=	591
47631		325	+	419	=	744
47632		228	+	710	=	938
47633		60	+	31	=	91
47634		462	+	371	=	833
47635		187	+	293	=	480
47636		101	+	864	=	965
47637		977	+	286	=	1263
47638		321	+	307	=	628
47639		17	+	616	=	633
47640		252	+	772	=	1024
47641		815	+	566	=	1381
47642		454	+	612	=	1066
47643		6	+	452	=	458
47644		80	+	962	=	1042
47645		102	+	926	=	1028
47646		864	+	28	=	892
47647		20	+	312	=	332
47648		565	+	403	=	968
47649		387	+	984	=	1371
47650		796	+	347	=	1143
47651		954	+	948	=	1902
47652		218	+	553	=	771
47653		301	+	838	=	1139
47654		91	+	357	=	448
47655		256	+	615	=	871
47656		602	+	978	=	1580
47657		89	+	907	=	996
47658		553	+	900	=	1453
47659		174	+	897	=	1071
47660		315	+	529	=	844
47661		399	+	38	=	437
47662		497	+	699	=	1196
47663		469	+	466	=	935
47664		706	+	685	=	1391
47665		395	+	707	=	1102
47666		838	+	148	=	986
47667		692	+	257	=	949
47668		973	+	152	=	1125
47669		582	+	690	=	1272
47670		603	+	795	=	1398
47671		485	+	726	=	1211
47672		376	+	938	=	1314
47673		802	+	917	=	1719
47674		677	+	393	=	1070
47675		349	+	912	=	1261
47676		688	+	67	=	755
47677		489	+	966	=	1455
47678		732	+	506	=	1238
47679		143	+	120	=	263
47680		747	+	852	=	1599
47681		390	+	247	=	637
47682		406	+	215	=	621
47683		666	+	780	=	1446
47684		182	+	174	=	356
47685		10	+	616	=	626
47686		723	+	989	=	1712
47687		23	+	949	=	972
47688		997	+	265	=	1262
47689		993	+	525	=	1518
47690		930	+	812	=	1742
47691		331	+	129	=	460
47692		495	+	487	=	982
47693		987	+	53	=	1040
47694		570	+	944	=	1514
47695		675	+	34	=	709
47696		439	+	375	=	814
47697		987	+	948	=	1935
47698		586	+	548	=	1134
47699		139	+	757	=	896
47700		549	+	235	=	784
47701		395	+	225	=	620
47702		282	+	330	=	612
47703		118	+	500	=	618
47704		546	+	754	=	1300
47705		86	+	25	=	111
47706		79	+	132	=	211
47707		777	+	933	=	1710
47708		312	+	414	=	726
47709		589	+	939	=	1528
47710		211	+	302	=	513
47711		928	+	648	=	1576
47712		888	+	63	=	951
47713		811	+	58	=	869
47714		434	+	402	=	836
47715		999	+	645	=	1644
47716		361	+	894	=	1255
47717		785	+	726	=	1511
47718		383	+	3	=	386
47719		410	+	275	=	685
47720		688	+	531	=	1219
47721		746	+	314	=	1060
47722		701	+	426	=	1127
47723		342	+	850	=	1192
47724		906	+	39	=	945
47725		767	+	864	=	1631
47726		359	+	660	=	1019
47727		390	+	82	=	472
47728		852	+	667	=	1519
47729		869	+	585	=	1454
47730		744	+	57	=	801
47731		599	+	882	=	1481
47732		260	+	816	=	1076
47733		842	+	389	=	1231
47734		99	+	447	=	546
47735		540	+	923	=	1463
47736		205	+	204	=	409
47737		716	+	585	=	1301
47738		340	+	181	=	521
47739		307	+	698	=	1005
47740		94	+	35	=	129
47741		306	+	436	=	742
47742		221	+	585	=	806
47743		13	+	977	=	990
47744		676	+	348	=	1024
47745		409	+	441	=	850
47746		43	+	586	=	629
47747		682	+	590	=	1272
47748		76	+	840	=	916
47749		472	+	88	=	560
47750		238	+	127	=	365
47751		771	+	538	=	1309
47752		1	+	718	=	719
47753		284	+	397	=	681
47754		276	+	518	=	794
47755		414	+	435	=	849
47756		884	+	410	=	1294
47757		301	+	791	=	1092
47758		510	+	669	=	1179
47759		910	+	651	=	1561
47760		55	+	601	=	656
47761		991	+	66	=	1057
47762		898	+	317	=	1215
47763		224	+	871	=	1095
47764		922	+	446	=	1368
47765		195	+	293	=	488
47766		648	+	298	=	946
47767		63	+	665	=	728
47768		870	+	425	=	1295
47769		819	+	141	=	960
47770		61	+	741	=	802
47771		569	+	543	=	1112
47772		332	+	347	=	679
47773		393	+	433	=	826
47774		138	+	65	=	203
47775		656	+	641	=	1297
47776		343	+	403	=	746
47777		24	+	36	=	60
47778		78	+	833	=	911
47779		594	+	279	=	873
47780		333	+	756	=	1089
47781		537	+	542	=	1079
47782		608	+	473	=	1081
47783		305	+	832	=	1137
47784		955	+	852	=	1807
47785		464	+	507	=	971
47786		214	+	713	=	927
47787		604	+	644	=	1248
47788		382	+	438	=	820
47789		533	+	698	=	1231
47790		521	+	413	=	934
47791		451	+	932	=	1383
47792		474	+	833	=	1307
47793		923	+	991	=	1914
47794		855	+	279	=	1134
47795		87	+	580	=	667
47796		199	+	64	=	263
47797		876	+	202	=	1078
47798		439	+	419	=	858
47799		80	+	16	=	96
47800		751	+	400	=	1151
47801		675	+	86	=	761
47802		993	+	858	=	1851
47803		813	+	652	=	1465
47804		401	+	149	=	550
47805		753	+	522	=	1275
47806		115	+	376	=	491
47807		960	+	490	=	1450
47808		273	+	612	=	885
47809		417	+	635	=	1052
47810		468	+	287	=	755
47811		463	+	760	=	1223
47812		526	+	538	=	1064
47813		363	+	8	=	371
47814		430	+	233	=	663
47815		132	+	871	=	1003
47816		875	+	644	=	1519
47817		989	+	765	=	1754
47818		924	+	321	=	1245
47819		654	+	622	=	1276
47820		271	+	117	=	388
47821		557	+	906	=	1463
47822		576	+	179	=	755
47823		542	+	733	=	1275
47824		684	+	868	=	1552
47825		312	+	41	=	353
47826		199	+	48	=	247
47827		107	+	250	=	357
47828		675	+	523	=	1198
47829		695	+	762	=	1457
47830		835	+	963	=	1798
47831		134	+	343	=	477
47832		599	+	497	=	1096
47833		949	+	266	=	1215
47834		736	+	270	=	1006
47835		974	+	361	=	1335
47836		830	+	856	=	1686
47837		370	+	680	=	1050
47838		295	+	534	=	829
47839		949	+	523	=	1472
47840		3	+	136	=	139
47841		195	+	343	=	538
47842		294	+	10	=	304
47843		634	+	698	=	1332
47844		894	+	699	=	1593
47845		647	+	327	=	974
47846		718	+	752	=	1470
47847		453	+	518	=	971
47848		10	+	118	=	128
47849		947	+	908	=	1855
47850		660	+	433	=	1093
47851		854	+	127	=	981
47852		503	+	286	=	789
47853		319	+	45	=	364
47854		169	+	176	=	345
47855		630	+	478	=	1108
47856		414	+	593	=	1007
47857		727	+	814	=	1541
47858		970	+	646	=	1616
47859		820	+	968	=	1788
47860		783	+	225	=	1008
47861		539	+	935	=	1474
47862		577	+	465	=	1042
47863		617	+	702	=	1319
47864		854	+	468	=	1322
47865		151	+	843	=	994
47866		970	+	792	=	1762
47867		533	+	623	=	1156
47868		297	+	735	=	1032
47869		380	+	266	=	646
47870		598	+	633	=	1231
47871		496	+	124	=	620
47872		916	+	822	=	1738
47873		118	+	719	=	837
47874		483	+	684	=	1167
47875		369	+	371	=	740
47876		62	+	365	=	427
47877		235	+	418	=	653
47878		178	+	757	=	935
47879		619	+	950	=	1569
47880		457	+	219	=	676
47881		42	+	287	=	329
47882		368	+	590	=	958
47883		179	+	537	=	716
47884		646	+	938	=	1584
47885		610	+	669	=	1279
47886		950	+	458	=	1408
47887		315	+	975	=	1290
47888		702	+	816	=	1518
47889		119	+	761	=	880
47890		289	+	643	=	932
47891		914	+	206	=	1120
47892		570	+	25	=	595
47893		448	+	904	=	1352
47894		27	+	77	=	104
47895		842	+	998	=	1840
47896		804	+	914	=	1718
47897		179	+	592	=	771
47898		599	+	857	=	1456
47899		656	+	5	=	661
47900		564	+	735	=	1299
47901		72	+	488	=	560
47902		865	+	459	=	1324
47903		88	+	526	=	614
47904		12	+	902	=	914
47905		794	+	635	=	1429
47906		348	+	836	=	1184
47907		14	+	214	=	228
47908		268	+	282	=	550
47909		897	+	354	=	1251
47910		362	+	361	=	723
47911		598	+	30	=	628
47912		463	+	738	=	1201
47913		131	+	406	=	537
47914		839	+	417	=	1256
47915		221	+	611	=	832
47916		188	+	143	=	331
47917		142	+	946	=	1088
47918		950	+	467	=	1417
47919		742	+	417	=	1159
47920		510	+	889	=	1399
47921		519	+	711	=	1230
47922		891	+	294	=	1185
47923		926	+	356	=	1282
47924		468	+	859	=	1327
47925		615	+	862	=	1477
47926		927	+	336	=	1263
47927		432	+	981	=	1413
47928		122	+	818	=	940
47929		313	+	978	=	1291
47930		304	+	584	=	888
47931		593	+	692	=	1285
47932		542	+	354	=	896
47933		45	+	938	=	983
47934		550	+	107	=	657
47935		365	+	344	=	709
47936		444	+	457	=	901
47937		983	+	116	=	1099
47938		351	+	378	=	729
47939		65	+	272	=	337
47940		370	+	346	=	716
47941		713	+	589	=	1302
47942		436	+	986	=	1422
47943		742	+	469	=	1211
47944		125	+	387	=	512
47945		917	+	618	=	1535
47946		946	+	459	=	1405
47947		421	+	262	=	683
